user_id,video_id,is_click
5744,6591,1
8697,6552,0
21198,36,0
11776,1744,1
21273,6029,0
22430,6504,1
11452,2330,0
7269,5522,1
1550,6161,1
19910,3410,1
11557,5158,1
2149,170,0
20284,4113,1
5479,6979,0
24831,4481,1
4235,4526,0
9923,1725,1
23066,2948,1
24895,3348,1
19027,310,0
4490,2553,0
3755,1575,1
11615,5998,0
15021,6866,1
24747,3796,1
21155,647,0
3431,1815,1
8108,6775,1
3970,1184,0
20067,5561,1
11099,2456,0
10545,6855,0
20997,5034,0
12540,4763,0
21905,5662,0
19461,4710,0
7921,3159,0
2809,6291,0
19252,1868,1
8255,1184,1
10626,2560,0
16864,232,0
19515,5867,0
18237,2171,1
23574,4640,1
4279,1575,1
19252,2286,0
24781,3239,1
329,682,1
9379,5670,1
23383,1276,1
4011,6528,0
16251,4703,0
23403,5522,1
19313,5008,0
5716,6328,0
23554,1323,1
21935,29,1
10479,5174,1
1019,5853,1
21146,1440,0
7632,3182,0
7676,647,0
24449,1422,0
11096,4631,1
20267,4757,1
13300,1707,1
18835,3831,0
17932,3999,1
10601,6989,0
17941,1321,1
14966,6211,0
15627,4768,1
8019,1164,1
13346,5029,1
5340,5831,0
16143,5476,1
21704,6504,1
23547,4537,0
8585,7229,1
2700,2555,0
22885,3315,1
21567,5797,0
3858,305,1
22199,1402,1
17002,6975,1
15006,2452,0
12677,5307,0
15047,2551,1
25513,6918,1
12648,98,0
13183,7453,0
13526,1788,0
20673,4081,0
104,5414,0
22546,2497,1
6664,1868,1
5963,232,0
16536,2303,1
1647,5626,1
12542,1372,0
4947,5875,0
7065,2160,1
1457,962,0
16636,2047,0
8395,3159,1
26673,6775,0
25341,4476,0
13367,1247,0
13254,4631,1
15496,4992,0
6016,605,1
10484,4584,1
15794,2594,0
22343,5224,1
23931,605,1
19707,4971,1
22508,3926,0
23568,1668,0
8293,1993,0
21733,453,0
22686,1754,1
5278,5963,1
26902,2309,1
11866,2948,1
3760,1621,1
25265,29,0
7006,2692,1
2815,6831,0
2972,1621,1
25402,6236,1
13468,2679,0
6215,1639,1
2471,2406,1
7782,4415,0
15227,1368,0
26678,1590,1
7680,5620,0
11919,1046,0
22744,54,1
18628,6063,0
4504,1490,0
20191,2331,1
1585,130,0
20008,4382,0
7953,1998,1
16984,3113,1
18981,6984,0
5505,843,1
20408,6921,0
24965,1420,0
10431,6292,1
4728,1808,1
22080,828,1
18982,552,1
20647,6132,0
17385,2406,1
13458,4584,0
19054,7128,1
12747,1868,0
17629,5158,1
11578,1143,0
15424,3662,1
7367,2544,0
4587,6425,0
12271,1761,1
8285,6555,0
19677,7471,1
1379,1861,0
19296,3994,0
6264,6881,0
3486,5545,0
7865,1419,1
4143,6177,1
9411,2634,0
16624,2049,0
2450,3369,0
21775,6011,1
18350,6884,1
9541,757,0
21201,4331,0
185,3578,1
24374,5928,0
10663,6425,0
1589,2904,0
8691,6809,1
14145,4734,1
6403,7314,0
9476,2195,0
10761,6975,1
21600,1755,1
20945,3627,1
4871,171,1
22321,3600,0
5885,7196,0
4945,6619,1
25594,473,0
26881,3619,1
26192,274,1
1357,453,0
2716,5158,1
8200,6780,0
8363,54,1
16873,157,0
3138,4690,0
21210,4640,0
13416,1551,0
1272,5683,1
24923,3551,1
22273,1993,1
681,6801,0
18086,1868,0
4231,2555,1
24983,6971,0
24268,7247,0
3651,5567,1
17995,2959,1
13552,4172,1
16748,1248,0
13650,2303,0
669,6291,0
9121,6390,0
24919,969,1
9529,6298,1
23843,7119,1
5566,1909,0
15214,4191,0
20951,5931,1
14976,4776,0
8238,6773,1
26556,3923,1
26410,1725,1
9094,2303,1
7076,6255,0
23716,6601,0
15514,1069,0
10923,1275,0
7065,6106,0
17121,1957,0
5908,2630,0
8286,2828,1
5656,2491,0
22808,1174,1
7158,3155,1
17523,6504,1
21603,4492,1
25083,4646,0
3708,1658,1
15832,1015,0
409,1841,1
13766,6504,1
3765,2897,1
23122,1964,1
2186,3029,1
7043,562,0
5743,4603,1
19187,3182,0
10831,4170,1
26197,6775,0
1778,2850,1
10678,6303,0
3760,6975,1
12485,2535,1
10937,3520,1
13930,1069,0
8332,2122,0
12639,6901,1
2233,2445,1
21697,792,0
16799,771,0
7376,2160,1
12558,3369,0
6879,300,0
15501,4077,0
11678,1670,1
19204,3518,0
5667,7466,0
17309,7079,1
24199,2231,0
6628,49,0
1028,5919,1
11597,6998,1
606,324,1
25266,6918,1
26852,5351,1
25262,5374,0
14020,5674,1
22229,6113,1
10085,3208,0
3192,1509,0
13692,445,1
6413,7044,0
15230,6972,0
4587,4569,0
22558,6507,1
3066,6783,1
21715,4927,1
10452,999,1
14842,6282,1
27100,5210,0
24113,1693,0
19607,1015,0
25362,2004,0
13287,7253,0
27215,908,0
18835,445,1
12454,1572,0
13718,4490,0
20696,1707,1
13834,2712,0
19948,1052,0
14840,7031,1
9798,865,1
19716,1490,1
18083,3738,0
4288,1694,0
22433,978,1
21053,4869,1
1592,3685,1
4041,7345,0
20988,2303,1
6729,5802,0
21662,3824,0
1253,667,0
24146,3652,1
26340,1611,1
16306,1741,1
5750,5674,1
671,2729,1
16076,4113,1
7756,7119,0
12306,2878,1
10562,1939,0
17040,2483,0
18013,3018,1
17755,4640,1
23330,6303,0
23816,2941,0
3760,5895,1
26448,6663,1
10586,6433,0
9514,4640,0
23685,2923,0
18302,4090,1
8426,2383,1
25005,5997,0
1585,1419,1
985,2962,1
7329,5928,0
21915,4856,0
20985,3706,1
14839,5422,0
3473,1216,0
6940,4640,0
8347,2438,0
25392,6538,0
13240,1396,1
10236,7375,0
1706,1298,1
11447,6550,1
17775,2559,1
23593,1868,1
13237,5409,0
6029,3321,1
23234,6601,1
2442,5474,0
17599,483,1
18862,2586,0
5089,1734,0
9916,6962,0
5025,274,1
16346,973,1
24781,1212,1
19227,6683,0
25487,29,0
11236,626,0
12431,7217,0
17055,3706,1
6258,3147,1
13436,4358,0
18262,6531,0
26412,5316,0
13669,832,1
14123,1902,0
16864,3279,0
20912,5225,1
9927,4673,1
20399,2951,0
24765,6984,0
14906,5034,0
23245,29,1
12069,4550,0
18191,4595,1
13937,1850,0
13661,3060,0
26110,6009,0
2170,1047,1
1621,140,1
20905,7124,1
19148,5585,1
14598,4341,0
6040,6921,0
15086,7017,1
19688,7136,1
14699,5239,1
14000,3913,1
22142,1448,0
20381,2399,0
7082,3027,1
14470,5239,1
21145,3159,1
19527,3004,1
26941,5789,1
21151,6974,0
14766,6902,0
2122,4450,1
18302,5374,0
7144,6687,1
1570,2993,0
8851,7399,0
26895,6344,1
10834,7181,1
3859,4496,1
14171,1058,1
26123,221,0
14979,6433,1
13219,6918,0
14972,2459,0
16414,3824,1
17244,3708,0
18906,2867,0
6556,2874,0
23334,2033,0
21294,2786,0
11435,4955,0
13293,4660,0
25193,6154,1
16919,4515,0
9321,1630,0
1723,5633,0
23569,6718,0
12592,509,1
3436,626,1
3433,5107,1
7001,605,0
24656,3079,0
5358,5975,0
7834,2216,1
22792,1754,1
9554,6961,0
15594,5632,0
13197,1184,0
24659,48,1
14448,3929,0
4733,5392,0
8171,3315,1
4889,6342,1
20819,7044,0
12781,5499,1
17144,2902,0
11427,5158,0
6887,4823,1
20712,5410,1
819,3000,0
22831,1486,1
20682,1761,0
894,6554,1
15441,3924,0
4940,5933,0
14519,1831,0
11182,2630,1
18423,6984,1
5596,119,0
7770,5631,0
6615,1478,1
1867,2630,0
19076,845,1
8980,6726,0
11751,2313,0
15546,3876,0
17397,1749,0
8765,2729,1
18842,3241,1
10243,1964,1
4557,3154,0
8661,1854,0
6869,29,0
5338,6205,1
3301,7051,0
20405,5639,1
7555,961,1
4765,2827,0
8208,3182,0
27106,4496,0
11279,3661,0
25459,453,1
7215,1725,0
26540,2923,0
1909,1123,1
13709,7219,0
13725,2904,0
3770,3159,0
12650,5146,1
16201,6989,1
24094,6573,0
18418,3255,1
7794,403,0
4174,6946,1
7589,6342,0
14606,4283,1
14648,2695,1
15641,3159,0
23693,6321,0
8329,6666,1
936,4955,0
24894,6775,1
19072,36,0
18052,2949,0
14172,2095,0
15136,3708,0
11886,3250,1
15219,4785,1
7004,5158,1
3201,1353,0
17750,274,0
26318,4783,0
9036,1924,1
21398,3923,1
26241,7181,1
10484,2679,1
24048,5697,1
20818,4662,0
6761,4555,0
7381,4856,0
19388,2912,1
25791,5926,1
4289,2949,1
10586,6674,1
15864,7257,1
4389,5029,0
17541,5929,1
19280,4199,1
25723,1957,0
4494,985,0
14020,7378,0
899,6516,0
11051,6935,0
7902,678,1
24179,4892,1
16880,6342,1
19022,1340,0
427,985,1
25072,3437,1
6771,5550,1
23931,828,0
7820,3654,1
1894,2406,0
5148,368,1
24396,5158,0
3213,6439,1
19221,5274,0
25308,6917,0
4654,4162,1
1812,1561,1
17169,537,1
8994,4646,1
1643,1069,0
284,2607,1
6203,5456,0
3896,6172,1
22441,3678,0
19152,382,1
5384,6132,0
6249,7298,1
4090,3221,1
20441,3315,0
11865,1968,0
21424,6346,1
12952,100,0
24799,160,0
11848,6957,0
15094,6019,0
15434,5615,1
10055,1998,1
18050,1808,0
17776,6922,0
23311,6507,1
5355,3032,0
13622,6769,0
6396,3625,1
5503,6268,0
16658,5674,0
8699,2303,1
4500,1200,1
15487,7181,0
1632,4856,0
25221,5628,1
3437,1639,1
9255,2923,0
961,3763,1
13208,5497,0
8414,6079,0
23114,500,0
11011,527,0
18375,2397,0
20454,4763,1
25201,4640,0
4712,5957,1
6913,2231,1
10037,916,1
15583,1996,1
18817,351,0
12988,2076,0
22758,699,1
7690,2153,1
16131,2401,1
19962,1075,1
16346,1638,0
2687,4569,0
19496,4672,0
22677,4710,0
16932,3232,0
25185,2844,0
24644,6775,1
6298,4257,0
14766,1841,1
17559,7136,0
2237,6021,0
23120,4013,1
17002,3883,0
15350,3660,1
160,3706,1
21462,2588,0
3023,6342,0
9809,2141,1
205,3369,0
2746,4640,0
23223,2981,0
6412,1296,1
11276,3159,0
3496,6941,0
20121,4418,1
26761,3858,0
12366,5239,1
7794,7150,0
19321,462,1
23153,3929,0
20378,1744,1
3959,5374,1
13263,2303,0
24772,6606,1
6289,2561,0
11852,6166,1
22123,5675,0
12530,5107,0
12572,5109,0
16442,1733,0
2633,4906,0
5470,3600,1
18228,5665,0
21567,2004,0
4976,406,0
18296,1335,1
25278,4640,0
17396,259,0
5922,6308,0
26266,4106,0
15958,7256,0
3364,6876,1
9913,1184,0
10483,5392,1
14841,4631,1
5300,3201,0
24310,1761,0
19320,718,0
569,7518,0
11136,4512,0
3310,4979,0
16247,1893,0
5161,5274,0
13672,4015,1
23239,1723,1
12160,7565,1
24719,4569,0
12571,6571,0
24785,6436,0
7058,6673,1
17634,3936,1
25227,6103,1
11662,2246,0
139,537,1
7017,660,0
27047,2383,1
11820,527,0
15614,1888,1
3759,4546,1
23664,2912,0
9455,4646,0
25951,2061,0
19761,5392,1
1243,4214,1
24557,5050,1
15111,4782,1
3079,6291,0
592,4169,1
3652,3936,1
4093,2684,0
23254,1755,1
13518,5159,0
10479,1717,1
6621,3508,0
25259,1886,0
25928,2702,1
7731,7055,0
150,222,1
11625,6061,0
17552,3060,0
23777,947,0
16069,2397,1
15644,2684,0
18325,6088,1
610,1868,0
10350,3564,0
7628,1068,1
12996,2753,0
14132,2160,1
24940,6467,0
22727,527,0
6126,1621,1
5440,859,0
7641,6181,0
21122,6775,1
14839,5391,1
2208,6869,0
16578,3775,0
18680,822,0
18684,1318,0
15743,5602,1
23952,1721,1
15390,5186,1
6763,5868,1
25675,3916,1
1390,397,0
21399,943,1
22547,4160,1
24450,1069,0
9355,745,1
25493,4646,0
12641,1853,1
14982,4899,1
16187,2814,0
16656,5928,0
3023,826,1
8365,4230,1
18434,5274,1
11501,3701,1
17191,4569,0
1251,2768,1
21391,2963,0
24202,6531,1
5091,7346,0
20240,2304,0
19028,2303,1
19425,6015,0
4753,6831,1
8981,6303,0
18781,3116,1
15440,2082,0
14280,4660,0
16535,1403,0
26926,5524,0
5383,1868,0
5214,5410,0
10541,3876,0
6916,1868,1
16662,3685,1
6577,1245,0
16204,4033,0
21749,2339,1
22085,6407,1
15551,1088,1
7204,6303,0
4385,3018,0
8990,6975,0
7526,6689,0
13278,2784,1
13593,1133,1
23385,4084,1
22756,1080,1
19316,4662,1
16881,6426,0
8232,1457,0
2305,4534,0
12505,647,0
26154,257,1
19419,38,1
2711,2957,0
3551,3588,0
24508,3018,1
8050,3082,0
12047,400,0
2504,5612,1
10530,1694,1
19549,5499,1
9427,3208,0
5941,1069,0
25706,1316,1
7749,6403,1
17915,6291,0
7573,6718,0
11418,4749,0
10804,7287,0
4887,5198,0
7070,6008,0
13860,5239,0
22694,3264,0
27075,5872,0
192,1934,1
2783,3369,1
2075,443,1
20307,4319,1
24922,2962,1
15389,1395,1
2351,5307,1
8817,5041,0
25861,1490,0
5451,3273,1
11653,1600,1
25091,6942,1
20191,5259,0
6461,1402,0
4258,4549,1
8641,7172,0
837,6619,0
986,1694,0
11413,6083,0
18373,2173,1
8885,3873,0
24450,6787,0
26837,1840,0
6151,6601,0
3859,6504,1
1522,1786,0
8524,1248,0
21615,3483,0
18358,4814,1
26469,3131,1
423,4856,0
19832,3348,0
24780,3706,1
12778,2119,1
13544,5168,0
10965,6694,1
17776,2501,0
23519,1638,0
7687,2509,0
25163,5212,1
8359,3018,0
15439,1804,1
26100,6769,1
22746,3523,1
25575,6010,0
19169,1861,1
12388,1937,1
4854,2173,1
17997,4162,1
16791,4849,1
10174,35,0
7338,2490,0
19621,1046,0
11422,4309,0
16713,1486,1
4108,5678,1
18468,5677,0
26133,3325,1
5326,2303,0
4953,6117,1
12133,645,1
21876,489,1
14699,4721,1
4988,6962,0
11240,7057,0
5565,7267,0
3971,1878,0
5942,6898,0
3285,368,1
5682,2654,1
15799,5975,1
11217,2901,1
13662,5073,0
24939,5463,1
7509,1008,0
20755,2949,1
2145,1896,1
2335,4246,0
13130,6963,0
22352,6009,1
191,4949,0
5946,6918,0
10025,6426,0
24653,295,0
19280,5618,0
4991,3924,0
2737,1323,1
7461,4904,0
9276,3159,1
25825,4169,0
6058,38,1
19668,2399,1
12184,1089,0
25352,6524,1
8260,3056,1
11279,456,0
10452,1934,0
23678,6804,1
20515,7169,1
16437,2218,0
12075,5545,0
13571,647,0
15004,2406,1
4089,1582,0
13322,664,0
13018,3217,0
16834,1939,1
21932,1677,1
17849,642,0
2669,3951,1
26347,3846,1
18937,4277,1
18134,5550,1
11356,4313,0
6577,732,0
24168,4506,1
25715,47,0
18724,445,0
21622,4354,0
2266,308,0
11522,5318,1
6646,127,1
27235,6769,0
12432,7466,1
22924,1103,1
26394,2004,1
16126,796,0
26391,7256,0
19584,1885,1
6099,6308,0
13322,5613,0
9411,4161,1
16793,2826,0
13784,3644,1
24390,1548,0
19677,4167,0
17471,29,0
11430,4496,0
16496,6090,0
22035,5351,1
24420,3888,1
19815,4734,0
10370,6694,0
17736,185,1
21244,6164,0
11408,6346,1
2588,1323,0
6642,3846,0
18767,2923,1
8627,2411,0
22990,3339,0
16391,4038,0
13984,6139,1
27101,642,1
9620,6056,1
10974,4569,0
8634,1321,1
15412,2313,0
20985,886,0
98,936,0
15234,6694,1
11781,1953,1
3693,6031,0
19840,3651,0
15632,6063,1
1294,6551,1
7815,607,0
26282,6243,0
26377,843,0
23848,6775,1
10805,6147,1
17723,445,1
12373,1900,0
6947,220,0
24791,2767,1
23050,3325,0
26486,5633,1
14462,6093,1
9667,5392,0
3721,7491,1
12005,5474,0
26016,2445,0
5289,7071,0
547,3375,0
26847,4507,1
26718,4569,0
11399,7233,0
1305,5158,0
16079,2962,1
24638,2076,1
321,7017,0
24090,1298,1
24856,274,0
9848,4927,1
17260,4113,1
4239,2368,0
15832,5186,1
26543,362,1
15546,7298,0
1817,6890,0
6450,2464,1
5477,1216,0
14886,1163,0
8108,6987,1
9080,5945,0
24450,276,0
17948,1632,0
22918,3111,1
8020,5550,1
4887,1478,1
4515,5239,1
20103,1323,1
26779,1030,0
21662,6298,0
1733,5639,0
2351,1755,0
14585,5029,1
592,3106,0
5501,2360,0
8574,1478,0
5390,3718,0
8882,6252,0
7549,3587,0
1997,7295,0
18951,1868,1
12438,2700,1
5826,6605,1
2319,3892,1
23991,6601,0
14690,5553,1
5420,240,0
25798,3640,0
18492,2790,1
17448,1717,0
1912,3159,1
8354,716,0
18214,2397,0
22245,5674,0
17376,6554,1
21983,239,0
5997,650,0
5772,3670,0
22656,2166,1
19429,2695,1
18160,1480,1
16240,64,0
18449,2700,0
23606,7196,0
9566,2013,0
25297,445,0
11040,2132,1
22361,1652,0
25983,971,1
2182,4906,0
1516,4927,1
8150,3570,0
16734,841,1
20032,2785,0
17236,2445,0
21069,1868,0
6712,5674,1
6875,1282,1
15228,2872,1
22992,7072,1
24887,4506,0
1643,6909,0
22855,2941,0
14250,995,0
18360,5917,0
25050,4015,0
10517,3707,1
19819,5137,1
10757,962,1
15918,7351,0
21755,3182,0
18910,6166,0
15670,5029,1
12712,7191,1
2190,4569,0
2530,1114,0
6110,5017,0
23050,625,0
4984,5374,1
19341,2413,1
4885,1939,1
25358,6120,1
20432,947,1
11721,6714,1
2228,5567,0
27175,6914,0
7797,801,0
18439,3493,1
8467,3159,0
22207,6631,0
2905,1979,0
8098,5550,0
22780,4331,0
18313,3490,0
5752,7081,0
14951,4307,1
16902,3706,0
8208,3182,0
9897,2376,0
10569,5975,0
1434,6975,0
3948,5235,0
21625,4672,0
14964,647,0
11994,7296,0
7126,1440,0
8385,5034,0
9098,4646,0
24782,4636,1
12088,3544,0
4238,5073,0
18359,3625,0
19425,4271,1
19124,6106,0
16451,1868,1
18690,6120,1
2792,1523,0
8458,5351,0
2080,6888,1
8792,527,0
23811,3587,1
18693,6236,0
13362,863,1
15093,1725,1
23272,269,0
20910,5239,1
13280,6507,0
5440,4968,0
20865,1957,1
5474,5975,0
5452,2004,0
3867,3477,0
10614,3727,1
19466,6987,0
7212,4546,0
2790,3018,1
2086,5343,0
10835,6921,0
24180,254,0
1413,3673,0
2067,6791,0
5682,6583,1
1315,4257,1
15759,647,0
8962,3270,1
16079,54,0
295,382,0
15990,2848,1
15506,2041,1
4889,5522,0
16066,1957,0
26534,1419,1
4363,6113,0
15124,4640,0
7675,2962,1
17066,545,0
25211,5809,0
14855,6718,0
6848,252,0
24680,1861,0
15738,3232,0
7852,2586,0
1269,7154,1
16336,6385,1
14033,2202,0
11485,1244,1
27252,3657,0
20803,3113,0
3826,1639,0
16713,49,1
205,7026,0
16183,6989,1
13580,1803,0
22657,5399,0
26358,3277,0
9498,3222,0
16153,89,1
610,179,0
17078,4587,0
6971,5664,1
18561,4214,0
9567,131,0
18822,4644,1
2205,526,1
4596,5211,0
5815,4751,1
20350,5306,0
13341,2981,0
19587,299,0
13835,5190,0
11342,7128,1
15363,1976,0
22160,351,0
2331,3858,0
13022,4569,0
18754,1654,1
21325,3504,0
870,6267,1
14283,6783,1
6180,5545,0
23431,5481,0
24197,5879,1
22907,4711,0
12572,277,1
8400,3587,1
9638,3625,0
25279,5928,0
26670,6694,1
26387,6154,1
21059,1723,1
12865,6410,1
25510,3654,0
8479,4980,0
4374,7024,0
14880,2099,0
11362,2951,1
1082,4794,0
9988,7497,0
25039,5187,0
22134,368,1
5548,3083,0
10821,3595,0
12022,1707,0
3105,1426,0
10536,597,1
19171,5034,0
2964,6069,1
13513,2898,0
873,699,0
12505,5168,1
21561,7357,0
14691,3969,1
9727,4223,0
24236,1972,0
23548,6426,1
27168,3846,0
5233,1478,0
17961,3232,0
13188,5939,1
20853,2313,0
20574,2116,0
26420,3315,1
45,2399,0
16259,2225,1
24713,642,0
10432,6282,1
20850,1723,1
12765,6357,0
17421,4564,1
26540,4213,0
23970,526,0
12000,4644,1
22593,3508,0
3708,5310,0
26952,5227,0
8517,1749,1
12932,6139,1
20229,3369,0
14989,2980,1
160,5674,1
15998,2693,0
7205,6659,0
1503,6491,1
492,5835,1
2328,6852,1
11970,2729,0
22880,2825,0
7933,4851,0
5826,2303,0
15814,6943,1
68,2790,1
25526,4928,1
6844,7257,1
14897,1885,1
21374,1845,0
10244,3587,0
18423,3735,1
20868,1793,0
19194,3496,1
26410,3553,0
22175,1541,0
1634,38,0
16511,4173,1
18151,3359,0
6423,1725,1
22149,1308,1
8005,3082,0
5852,4151,1
15410,4579,0
21988,4992,0
9529,1083,1
8024,1522,0
18835,2441,0
23003,3277,0
18553,5088,0
18348,6236,0
13019,1498,0
18590,2347,0
16902,5235,0
27104,1164,0
5030,6303,1
16967,3157,0
17913,1306,0
4971,5391,1
4135,299,1
3316,1552,0
9873,2208,0
9738,232,1
4640,6342,1
17886,6946,1
12343,204,0
13850,6687,0
23836,6975,0
9831,3575,1
544,6896,1
22570,7466,0
12228,5276,1
9563,6726,0
14679,6843,0
24036,581,0
16797,1723,1
9127,3428,1
2519,4851,0
1147,1957,1
12846,2254,0
26100,2551,1
9090,1279,1
4356,2586,0
24186,5603,1
13542,5948,0
9180,2464,0
25895,5524,1
12483,5351,0
17497,2383,0
11867,792,0
20715,3113,0
6338,3650,0
23592,6942,1
10270,7015,1
20529,7412,0
10888,5371,0
12182,5009,0
7414,1410,1
19247,6369,0
14237,2783,0
9692,4614,0
17938,4272,1
7807,5410,1
27126,6989,0
21650,2435,0
19256,6832,1
21721,4013,1
11250,6703,1
10350,4341,1
3018,3740,0
22615,6132,0
4052,6019,0
9819,4600,1
11177,3563,0
8518,1395,1
16348,3363,1
1412,4105,0
5917,3888,0
12047,2049,0
17659,728,0
6493,2291,1
24564,2411,0
22051,2279,0
14136,3227,0
23237,1164,0
12301,3508,0
1778,2530,1
670,7287,0
1927,4004,0
24748,2544,0
19692,2795,0
509,5062,0
8817,5186,0
11848,383,0
23222,5444,1
23660,2245,1
2507,445,0
12314,4350,0
17191,3970,1
6102,2030,1
11863,2383,0
497,5159,0
26713,6298,0
3081,645,0
18688,4214,0
22171,490,0
22160,7287,1
14960,2274,1
5331,3430,0
25134,1885,1
24469,5923,0
21609,812,0
18936,6968,0
1537,3923,0
23758,6332,1
1783,7229,1
13803,5509,0
15779,122,0
26680,5613,0
10977,3600,0
6428,2438,0
12024,5198,1
20739,6308,1
12950,1643,0
4110,4980,0
1872,6937,0
2694,934,1
3096,3182,0
1388,2041,1
26933,5851,0
8329,247,1
7335,5697,1
5278,6775,1
23792,1575,1
12625,4355,0
25211,1725,0
23637,3600,1
15854,1638,0
18704,1321,0
10121,988,0
24154,393,0
12090,7015,1
3336,664,1
10880,2395,0
19697,4130,0
152,5373,1
14768,5675,1
19296,2962,1
7624,6670,1
6051,7259,0
23701,2019,0
14533,3018,0
12727,985,0
3048,6862,0
17513,5414,0
7643,2740,0
24048,3735,1
23327,2923,1
19781,1047,1
20411,2999,0
10064,1412,0
20039,7314,0
26602,4272,1
8293,5476,0
22217,1058,1
24047,6510,1
13806,969,1
13621,220,0
5246,2586,1
5858,3882,0
9304,7160,0
212,2964,1
614,6531,0
23575,3052,1
20301,2659,1
19062,1291,0
9261,6925,1
4165,6778,0
20499,3438,1
5761,5920,1
11175,6044,1
5704,5674,1
19432,5101,1
7363,559,1
17667,6921,0
19990,559,1
26238,1654,1
24032,2795,0
23886,3032,1
8629,6659,0
4757,2655,1
6594,4520,0
11755,1069,0
16809,3647,1
10455,2957,0
19259,6705,0
236,5790,1
3020,2510,1
5457,2544,1
12036,5152,0
20648,2806,1
16848,5933,0
12572,7276,0
15150,1703,1
25155,6094,1
1919,6906,1
14713,5274,0
15599,5607,0
15710,183,0
