user_id,follow_user_num
287,220
288,247
289,412
290,61
291,381
292,24
293,199
294,486
295,277
296,33
297,2763
298,14
299,1971
300,206
301,24
302,34
303,47
304,40
305,1949
306,23
307,156
308,87
309,339
310,332
311,34
312,180
313,14
314,248
315,63
316,52
317,22
318,33
319,500
320,179
321,363
322,313
323,67
324,1136
325,3
326,11
327,769
328,1249
329,861
330,73
331,94
332,6
333,84
334,299
335,29
336,28
337,5
338,45
339,507
340,41
341,85
342,392
343,160
344,276
345,155
346,4
347,293
348,81
349,21
350,36
351,663
352,269
353,37
354,111
355,2832
356,729
357,57
358,410
359,23
360,166
361,195
362,40
363,114
364,3
365,246
366,11
367,1825
368,345
369,336
370,1427
371,1243
372,107
373,12
374,110
375,107
376,46
377,279
378,319
379,23
380,0
381,184
382,17
383,232
384,101
385,75
386,188
387,472
388,24
389,101
390,484
391,11
392,598
393,19
394,8
395,146
396,362
397,133
398,514
399,33
400,8
401,833
402,101
403,742
404,210
405,328
406,48
407,15
408,249
409,1030
410,31
411,528
412,96
413,4
414,51
415,16
416,282
417,163
418,320
419,11
420,7
421,54
422,116
423,970
424,112
425,24
426,1628
427,59
428,86
429,113
430,124
431,87
432,523
433,48
434,51
435,11
436,329
437,102
438,83
439,239
440,476
441,12
442,783
443,34
444,13
445,442
446,207
447,156
448,833
449,100
450,38
451,769
452,50
453,132
454,1390
455,456
456,541
457,273
458,1
459,45
460,1649
461,479
462,138
463,2347
464,4999
465,61
466,27
467,26
468,163
469,17
470,195
471,39
472,251
473,33
474,16
475,21
476,147
477,139
478,94
479,18
480,377
481,272
482,1
483,190
484,3647
485,2065
486,5
487,207
488,608
489,0
490,68
491,3
492,38
493,259
494,15
495,34
496,348
497,261
498,286
499,218
500,3
501,718
502,534
503,397
504,169
505,18
506,972
507,348
508,103
509,175
510,68
511,1043
512,146
513,29
514,1193
515,342
516,14
517,132
518,267
519,27
520,966
521,43
522,46
523,208
524,249
525,162
526,824
527,47
528,15
529,120
530,55
531,375
532,37
533,55
534,312
535,1024
536,532
537,134
538,41
539,1
540,40
541,551
542,71
543,68
544,156
545,762
546,675
547,4
548,412
549,17
550,8
551,526
552,996
553,6
554,481
555,42
556,0
557,17
558,90
559,28
560,138
561,19
562,427
563,298
564,14
565,1
566,221
567,463
568,178
569,82
570,100
571,167
572,43
573,231
574,59
575,338
576,3387
577,574
578,354
579,390
580,456
581,1145
582,602
583,199
584,161
585,273
586,493
587,88
588,102
589,186
590,62
591,81
592,30
593,514
594,203
595,61
596,292
597,34
598,285
599,116
600,388
601,1501
602,307
603,87
604,15
605,321
606,1536
607,1288
608,282
609,32
610,25
611,694
612,58
613,338
614,1735
615,371
616,145
617,7
618,796
619,14
620,163
621,341
622,166
623,493
624,439
625,360
626,207
627,735
628,23
629,105
630,1163
631,18
632,101
633,188
634,480
635,209
636,2164
637,106
638,175
639,5
640,437
641,360
642,136
643,1001
644,218
645,135
646,919
647,63
648,229
649,92
650,115
651,289
652,187
653,615
654,191
655,2030
656,3430
657,999
658,958
659,2496
660,133
661,98
662,2161
663,258
664,62
665,21
666,197
667,179
668,201
669,599
670,413
671,412
672,575
673,229
674,183
675,143
676,172
677,3
678,74
679,365
680,28
681,0
682,15
683,116
684,403
685,91
686,148
687,29
688,32
689,18
690,49
691,1715
692,161
693,38
694,51
695,2876
696,1
697,237
698,65
699,88
700,1386
701,174
702,2822
703,121
704,52
705,61
706,142
707,198
708,16
709,1761
710,29
711,300
712,158
713,472
714,0
715,249
716,41
717,330
718,38
719,216
720,485
721,12
722,1072
723,269
724,629
725,41
726,866
727,1381
728,22
729,77
730,394
731,68
732,64
733,229
734,19
735,5
736,313
737,1121
738,193
739,285
740,704
741,864
742,6
743,7
744,1547
745,11
746,111
747,391
748,7
749,235
750,2052
751,555
752,0
753,262
754,45
755,203
756,17
757,743
758,136
759,93
760,17
761,863
762,510
763,45
764,55
765,578
766,1005
767,4999
768,600
769,623
770,29
771,516
772,6
773,97
774,45
775,1726
776,354
777,128
778,71
779,215
780,152
781,244
782,1228
783,10
784,125
785,466
786,433
787,66
788,230
789,260
790,2
791,16
792,117
793,121
794,332
795,134
796,26
797,52
798,849
799,138
800,131
801,2
802,481
803,130
804,5
805,33
806,112
807,34
808,603
809,87
810,57
811,8
812,163
813,258
814,47
815,102
816,24
817,492
818,76
819,20
820,27
821,70
822,18
823,102
824,5
825,966
826,1208
827,24
828,195
829,156
830,183
831,16
832,1322
833,245
834,79
835,4
836,201
837,387
838,431
839,43
840,43
841,56
842,121
843,173
844,268
845,23
846,23
847,541
848,306
849,6
850,112
851,634
852,711
853,41
854,626
855,550
856,1284
857,419
858,83
859,53
860,232
861,400
862,3486
863,155
864,323
865,287
866,6
867,1288
868,77
869,2805
870,271
871,403
872,365
873,301
874,46
875,165
876,5
877,10
878,167
879,90
880,22
881,56
882,61
883,135
884,1798
885,489
886,9
887,2286
888,191
889,72
890,1226
891,112
892,334
893,83
894,18
895,227
896,184
897,2637
898,521
899,254
900,1796
901,491
902,593
903,583
904,14
905,634
906,1200
907,1757
908,194
909,887
910,1654
911,1381
912,12
913,25
914,48
915,20
916,34
917,135
918,90
919,7
920,98
921,24
922,418
923,716
924,187
925,92
926,49
927,38
928,410
929,157
930,831
931,166
932,76
933,1234
934,714
935,79
936,4998
937,102
938,70
939,592
940,14
941,11
942,226
943,8
944,669
945,186
946,83
947,732
948,58
949,219
950,4996
951,147
952,36
953,125
954,399
955,332
956,1302
957,458
958,212
959,46
960,234
961,82
962,637
963,17
964,614
965,85
966,186
967,12
968,155
969,28
970,42
971,325
972,146
973,524
974,1698
975,4013
976,90
977,5
978,271
979,336
980,291
981,0
982,43
983,20
984,3517
985,240
986,555
987,735
988,914
989,26
990,41
991,854
992,374
993,111
994,147
995,256
996,277
997,577
998,60
999,767
1000,4
1001,29
1002,674
1003,72
1004,115
1005,334
1006,599
1007,336
1008,516
1009,936
1010,62
1011,373
1012,342
1013,136
1014,103
1015,596
1016,26
1017,175
1018,189
1019,1360
1020,100
1021,280
1022,0
1023,961
1024,258
1025,6
1026,641
1027,276
1028,580
1029,225
1030,231
1031,1
1032,1211
1033,264
1034,58
1035,752
1036,83
1037,616
1038,9
1039,716
1040,121
1041,1364
1042,22
1043,651
1044,507
1045,88
1046,178
1047,3676
1048,4305
1049,20
1050,237
1051,120
1052,563
1053,78
1054,482
1055,1
1056,519
1057,1579
1058,577
1059,4796
1060,8
1061,29
1062,17
1063,222
1064,127
1065,251
1066,2113
1067,227
1068,112
1069,3815
1070,591
1071,94
1072,210
1073,146
1074,77
1075,73
1076,258
1077,4
1078,217
1079,97
1080,1845
1081,31
1082,570
1083,499
1084,177
1085,552
1086,54
1087,115
1088,2554
1089,122
1090,61
1091,1208
1092,3298
1093,46
1094,595
1095,42
1096,421
1097,1754
1098,121
1099,376
1100,15
1101,86
1102,12
1103,3
1104,106
1105,450
1106,194
1107,5000
1108,16
1109,262
1110,35
1111,2214
1112,113
1113,49
1114,48
1115,16
1116,51
1117,237
1118,390
1119,100
1120,82
1121,14
1122,687
1123,255
1124,232
1125,56
1126,125
1127,113
1128,120
1129,31
1130,30
1131,729
1132,1
1133,182
1134,295
1135,272
1136,1610
1137,95
1138,82
1139,171
1140,378
1141,673
1142,28
1143,1572
1144,316
1145,2
1146,1844
1147,2624
1148,118
1149,241
1150,144
1151,793
1152,360
1153,252
1154,262
1155,365
1156,165
1157,805
1158,5001
1159,71
1160,272
1161,121
1162,120
1163,12
1164,47
1165,135
1166,94
1167,1406
1168,237
1169,417
1170,377
1171,24
1172,168
1173,148
1174,176
1175,578
1176,67
1177,16
1178,182
1179,936
1180,186
1181,535
1182,2711
1183,71
1184,73
1185,18
1186,2646
1187,59
1188,196
1189,739
1190,289
1191,154
1192,63
1193,5
1194,874
1195,479
1196,9
1197,812
1198,67
1199,91
1200,97
1201,323
1202,364
1203,25
1204,2368
1205,2577
1206,665
1207,108
1208,3849
1209,221
1210,8
1211,919
1212,639
1213,110
1214,146
1215,1171
1216,203
1217,776
1218,141
1219,458
1220,32
1221,1314
1222,5
1223,35
1224,160
1225,308
1226,72
1227,178
1228,132
1229,942
1230,158
1231,28
1232,43
1233,147
1234,87
1235,161
1236,74
1237,1552
1238,419
1239,337
1240,687
1241,11
1242,812
1243,148
1244,121
1245,147
1246,1348
1247,255
1248,1023
1249,370
1250,120
1251,25
1252,72
1253,194
1254,169
1255,1689
1256,360
1257,86
1258,18
1259,2
1260,6
1261,67
1262,5
1263,123
1264,396
1265,565
1266,82
1267,443
1268,5000
1269,790
1270,7
1271,225
1272,1234
1273,0
1274,161
1275,464
1276,78
1277,216
1278,41
1279,1704
1280,3774
1281,52
1282,346
1283,557
1284,1239
1285,725
1286,390
1287,245
1288,1
1289,591
1290,64
1291,270
1292,15
1293,1049
1294,872
1295,243
1296,290
1297,12
1298,671
1299,29
1300,129
1301,106
1302,357
1303,383
1304,12
1305,393
1306,1833
1307,400
1308,4865
1309,13
1310,291
1311,131
1312,21
1313,310
1314,77
1315,375
1316,127
1317,175
1318,74
1319,2497
1320,68
1321,746
1322,311
1323,188
1324,25
1325,48
1326,236
1327,620
1328,423
1329,749
1330,410
1331,24
1332,97
1333,230
1334,242
1335,73
1336,246
1337,120
1338,296
1339,107
1340,576
1341,23
1342,464
1343,663
1344,24
1345,16
1346,737
1347,590
1348,158
1349,212
1350,179
1351,272
1352,94
1353,1522
1354,502
1355,360
1356,324
1357,304
1358,102
1359,66
1360,83
1361,22
1362,149
1363,261
1364,25
1365,37
1366,1860
1367,243
1368,1366
1369,25
1370,1773
1371,130
1372,66
1373,108
1374,506
1375,14
1376,187
1377,219
1378,144
1379,9
1380,1388
1381,40
1382,46
1383,2005
1384,2080
1385,27
1386,820
1387,37
1388,52
1389,91
1390,70
1391,21
1392,63
1393,2613
1394,23
1395,882
1396,40
1397,173
1398,0
1399,115
1400,31
1401,212
1402,320
1403,18
1404,128
1405,699
1406,493
1407,4998
1408,15
1409,272
1410,430
1411,278
1412,129
1413,140
1414,511
1415,1292
1416,96
1417,348
1418,461
1419,22
1420,324
1421,4930
1422,148
1423,583
1424,655
1425,90
1426,38
1427,124
1428,1154
1429,27
1430,88
1431,882
1432,422
1433,984
1434,386
1435,1177
1436,5
1437,41
1438,4999
1439,35
1440,126
1441,52
1442,526
1443,79
1444,75
1445,113
1446,21
1447,298
1448,44
1449,669
1450,124
1451,13
1452,3
1453,9
1454,16
1455,461
1456,39
1457,130
1458,90
1459,94
1460,4994
1461,106
1462,11
1463,395
1464,46
1465,533
1466,161
1467,199
1468,35
1469,403
1470,530
1471,853
1472,221
1473,301
1474,68
1475,41
1476,622
1477,132
1478,30
1479,134
1480,120
1481,569
1482,52
1483,51
1484,415
1485,777
1486,55
1487,9
1488,284
1489,416
1490,103
1491,12
1492,15
1493,311
1494,2182
1495,261
1496,71
1497,56
1498,60
1499,102
1500,339
1501,848
1502,349
1503,594
1504,987
1505,135
1506,50
1507,361
1508,704
1509,298
1510,161
1511,135
1512,76
1513,244
1514,2
1515,36
1516,199
1517,288
1518,202
1519,6
1520,1133
1521,10
1522,132
1523,1285
1524,1516
1525,567
1526,47
1527,224
1528,926
1529,144
1530,574
1531,762
1532,156
1533,998
1534,2761
1535,117
1536,257
1537,267
1538,158
1539,39
1540,727
1541,76
1542,158
1543,14
1544,44
1545,81
1546,114
1547,358
1548,112
1549,4
1550,311
1551,456
1552,323
1553,1321
1554,50
1555,45
1556,132
1557,37
1558,283
1559,205
1560,1657
1561,289
1562,250
1563,236
1564,7
1565,380
1566,64
1567,56
1568,107
1569,1494
1570,967
1571,267
1572,87
1573,114
1574,1737
1575,95
1576,39
1577,21
1578,318
1579,68
1580,33
1581,324
1582,40
1583,59
1584,1673
1585,514
1586,49
1587,496
1588,147
1589,26
1590,155
1591,2789
1592,48
1593,658
1594,346
1595,290
1596,11
1597,89
1598,287
1599,170
1600,986
1601,430
1602,12
1603,20
1604,236
1605,204
1606,1086
1607,39
1608,55
1609,128
1610,56
1611,77
1612,97
1613,113
1614,1703
1615,245
1616,408
1617,32
1618,266
1619,3
1620,72
1621,87
1622,123
1623,751
1624,24
1625,101
1626,42
1627,64
1628,639
1629,281
1630,169
1631,56
1632,34
1633,78
1634,10
1635,688
1636,28
1637,166
1638,261
1639,463
1640,88
1641,169
1642,9
1643,867
1644,848
1645,697
1646,274
1647,34
1648,8
1649,17
1650,299
1651,867
1652,43
1653,337
1654,3
1655,198
1656,143
1657,50
1658,155
1659,157
1660,1849
1661,209
1662,1
1663,492
1664,193
1665,102
1666,1
1667,41
1668,206
1669,324
1670,71
1671,10
1672,652
1673,278
1674,305
1675,102
1676,39
1677,20
1678,179
1679,15
1680,1327
1681,98
1682,1204
1683,665
1684,9
1685,154
1686,224
1687,221
1688,293
1689,585
1690,416
1691,84
1692,181
1693,463
1694,58
1695,475
1696,158
1697,33
1698,46
1699,134
1700,161
1701,2
1702,106
1703,678
1704,1558
1705,2248
1706,124
1707,53
1708,24
1709,6
1710,108
1711,298
1712,936
1713,14
1714,0
1715,181
1716,699
1717,139
1718,27
1719,184
1720,15
1721,75
1722,400
1723,1709
1724,164
1725,237
1726,141
1727,208
1728,13
1729,20
1730,226
1731,163
1732,465
1733,41
1734,1721
1735,400
1736,32
1737,482
1738,273
1739,192
1740,81
1741,15
1742,8
1743,175
1744,568
1745,291
1746,196
1747,102
1748,402
1749,489
1750,39
1751,3
1752,207
1753,37
1754,76
1755,187
1756,614
1757,664
1758,24
1759,1026
1760,249
1761,31
1762,22
1763,120
1764,405
1765,73
1766,255
1767,2223
1768,32
1769,2086
1770,795
1771,1303
1772,177
1773,236
1774,194
1775,97
1776,2016
1777,820
1778,29
1779,100
1780,37
1781,396
1782,286
1783,1814
1784,76
1785,34
1786,175
1787,273
1788,237
1789,336
1790,29
1791,739
1792,3
1793,39
1794,843
1795,33
1796,1707
1797,193
1798,42
1799,783
1800,7
1801,10
1802,122
1803,342
1804,172
1805,72
1806,384
1807,135
1808,61
1809,850
1810,599
1811,40
1812,72
1813,178
1814,393
1815,219
1816,65
1817,1452
1818,217
1819,52
1820,155
1821,51
1822,118
1823,139
1824,164
1825,706
1826,1725
1827,1051
1828,9
1829,420
1830,41
1831,4828
1832,1255
1833,88
1834,273
1835,135
1836,137
1837,454
1838,179
1839,369
1840,1
1841,47
1842,55
1843,69
1844,711
1845,117
1846,97
1847,2821
1848,310
1849,228
1850,9
1851,670
1852,1002
1853,75
1854,5
1855,26
1856,159
1857,110
1858,144
1859,609
1860,63
1861,340
1862,356
1863,1356
1864,937
1865,356
1866,40
1867,1123
1868,68
1869,78
1870,15
1871,128
1872,1661
1873,1005
1874,1310
1875,642
1876,150
1877,0
1878,241
1879,242
1880,11
1881,60
1882,47
1883,20
1884,34
1885,7
1886,618
1887,30
1888,1695
1889,52
1890,32
1891,25
1892,942
1893,162
1894,494
1895,164
1896,531
1897,7
1898,102
1899,213
1900,210
1901,97
1902,128
1903,1438
1904,19
1905,334
1906,136
1907,34
1908,1190
1909,24
1910,31
1911,93
1912,374
1913,722
1914,309
1915,139
1916,33
1917,804
1918,272
1919,138
1920,1715
1921,105
1922,926
1923,123
1924,6
1925,414
1926,58
1927,434
1928,21
1929,78
1930,397
1931,103
1932,18
1933,16
1934,409
1935,670
1936,55
1937,46
1938,476
1939,150
1940,27
1941,326
1942,198
1943,35
1944,2764
1945,1058
1946,18
1947,25
1948,93
1949,851
1950,30
1951,144
1952,363
1953,352
1954,29
1955,365
1956,186
1957,49
1958,25
1959,646
1960,2831
1961,21
1962,78
1963,531
1964,530
1965,611
1966,7
1967,9
1968,3
1969,99
1970,116
1971,394
1972,5000
1973,6
1974,275
1975,237
1976,21
1977,3
1978,31
1979,39
1980,15
1981,61
1982,17
1983,213
1984,57
1985,362
1986,36
1987,8
1988,320
1989,53
1990,372
1991,209
1992,1052
1993,4975
1994,43
1995,516
1996,118
1997,8
1998,730
1999,317
2000,241
2001,211
2002,703
2003,118
2004,554
2005,57
2006,24
2007,124
2008,60
2009,67
2010,4611
2011,3864
2012,135
2013,63
2014,11
2015,346
2016,211
2017,404
2018,1473
2019,589
2020,84
2021,1651
2022,56
2023,71
2024,93
2025,10
2026,79
2027,2244
2028,143
2029,1553
2030,847
2031,248
2032,37
2033,4152
2034,65
2035,995
2036,88
2037,184
2038,994
2039,58
2040,26
2041,3
2042,214
2043,372
2044,51
2045,369
2046,269
2047,444
2048,284
2049,1666
2050,53
2051,1237
2052,8
2053,119
2054,72
2055,58
2056,286
2057,55
2058,137
2059,12
2060,669
2061,25
2062,359
2063,202
2064,825
2065,2
2066,17
2067,92
2068,415
2069,25
2070,98
2071,98
2072,47
2073,153
2074,262
2075,40
2076,1021
2077,99
2078,60
2079,126
2080,159
2081,60
2082,49
2083,25
2084,0
2085,882
2086,46
2087,4579
2088,4997
2089,26
2090,117
2091,109
2092,211
2093,228
2094,9
2095,2
2096,106
2097,77
2098,147
2099,13
2100,53
2101,123
2102,1416
2103,335
2104,1524
2105,492
2106,2547
2107,73
2108,434
2109,544
2110,292
2111,138
2112,181
2113,166
2114,110
2115,69
2116,2
2117,303
2118,180
2119,38
2120,424
2121,35
2122,12
2123,39
2124,162
2125,151
2126,2958
2127,48
2128,191
2129,26
2130,923
2131,45
2132,758
2133,41
2134,203
2135,329
2136,193
2137,46
2138,246
2139,1337
2140,15
2141,75
2142,4998
2143,410
2144,1
2145,151
2146,13
2147,42
2148,22
2149,8
2150,1456
2151,488
2152,898
2153,855
2154,2
2155,106
2156,37
2157,5
2158,65
2159,445
2160,35
2161,90
2162,54
2163,817
2164,43
2165,88
2166,304
2167,35
2168,246
2169,64
2170,75
2171,386
2172,33
2173,9
2174,99
2175,381
2176,5
2177,598
2178,61
2179,591
2180,22
2181,326
2182,659
2183,732
2184,79
2185,210
2186,80
2187,1721
2188,114
2189,3492
2190,229
2191,3
2192,527
2193,83
2194,250
2195,170
2196,54
2197,105
2198,184
2199,135
2200,322
2201,47
2202,633
2203,227
2204,880
2205,54
2206,157
2207,287
2208,55
2209,120
2210,516
2211,48
2212,154
2213,611
2214,23
2215,131
2216,332
2217,382
2218,302
2219,35
2220,20
2221,854
2222,226
2223,33
2224,308
2225,163
2226,102
2227,805
2228,262
2229,193
2230,273
2231,68
2232,553
2233,46
2234,750
2235,900
2236,111
2237,18
2238,254
2239,552
2240,51
2241,484
2242,10
2243,9
2244,36
2245,184
2246,586
2247,390
2248,694
2249,803
2250,110
2251,4
2252,346
2253,1245
2254,258
2255,177
2256,130
2257,9
2258,687
2259,158
2260,3
2261,9
2262,576
2263,79
2264,77
2265,125
2266,254
2267,16
2268,113
2269,20
2270,24
2271,183
2272,2024
2273,449
2274,449
2275,39
2276,88
2277,273
2278,2823
2279,253
2280,144
2281,444
2282,26
2283,318
2284,16
2285,558
2286,66
2287,4997
2288,53
2289,592
2290,47
2291,34
2292,454
2293,191
2294,66
2295,116
2296,107
2297,40
2298,14
2299,1785
2300,119
2301,118
2302,252
2303,33
2304,47
2305,1474
2306,281
2307,107
2308,90
2309,322
2310,29
2311,135
2312,419
2313,90
2314,230
2315,12
2316,205
2317,4997
2318,235
2319,72
2320,55
2321,80
2322,488
2323,1
2324,2297
2325,2194
2326,28
2327,4739
2328,40
2329,152
2330,33
2331,2
2332,349
2333,83
2334,2028
2335,5
2336,460
2337,255
2338,28
2339,25
2340,83
2341,294
2342,116
2343,43
2344,190
2345,60
2346,304
2347,36
2348,2986
2349,295
2350,349
2351,1787
2352,249
2353,66
2354,665
2355,326
2356,137
2357,24
2358,39
2359,561
2360,19
2361,66
2362,116
2363,29
2364,151
2365,1524
2366,139
2367,63
2368,1
2369,52
2370,62
2371,156
2372,221
2373,58
2374,636
2375,454
2376,302
2377,2001
2378,406
2379,53
2380,3348
2381,1349
2382,7
2383,964
2384,532
2385,269
2386,178
2387,41
2388,103
2389,208
2390,950
2391,101
2392,38
2393,141
2394,865
2395,758
2396,375
2397,122
2398,227
2399,113
2400,564
2401,34
2402,55
2403,327
2404,541
2405,202
2406,101
2407,25
2408,50
2409,106
2410,370
2411,5
2412,274
2413,716
2414,533
2415,451
2416,38
2417,1615
2418,362
2419,122
2420,214
2421,295
2422,680
2423,632
2424,1373
2425,182
2426,205
2427,84
2428,1
2429,23
2430,40
2431,1416
2432,62
2433,125
2434,257
2435,16
2436,346
2437,233
2438,4157
2439,109
2440,223
2441,364
2442,190
2443,27
2444,448
2445,1
2446,507
2447,156
2448,105
2449,96
2450,249
2451,421
2452,430
2453,116
2454,93
2455,21
2456,30
2457,66
2458,182
2459,106
2460,79
2461,132
2462,1716
2463,511
2464,38
2465,655
2466,608
2467,254
2468,14
2469,75
2470,502
2471,159
2472,2536
2473,75
2474,74
2475,433
2476,229
2477,179
2478,620
2479,107
2480,128
2481,539
2482,0
2483,2
2484,171
2485,85
2486,47
2487,774
2488,61
2489,42
2490,462
2491,666
2492,380
2493,122
2494,397
2495,234
2496,606
2497,247
2498,510
2499,474
2500,44
2501,1188
2502,382
2503,301
2504,301
2505,46
2506,120
2507,1171
2508,189
2509,349
2510,13
2511,4991
2512,423
2513,95
2514,100
2515,7
2516,13
2517,17
2518,208
2519,1241
2520,399
2521,374
2522,141
2523,210
2524,28
2525,634
2526,88
2527,256
2528,140
2529,1061
2530,0
2531,517
2532,250
2533,95
2534,297
2535,88
2536,10
2537,79
2538,5
2539,57
2540,75
2541,15
2542,34
2543,209
2544,314
2545,3
2546,793
2547,974
2548,68
2549,2507
2550,619
2551,491
2552,169
2553,9
2554,726
2555,8
2556,315
2557,186
2558,12
2559,56
2560,202
2561,32
2562,455
2563,594
2564,53
2565,114
2566,249
2567,4
2568,85
2569,58
2570,172
2571,467
2572,4845
2573,917
2574,43
2575,222
2576,821
2577,332
2578,262
2579,341
2580,98
2581,68
2582,118
2583,450
2584,4999
2585,49
2586,16
2587,96
2588,98
2589,26
2590,2071
2591,63
2592,68
2593,198
2594,158
2595,582
2596,353
2597,55
2598,73
2599,34
2600,95
2601,22
2602,3391
2603,28
2604,90
2605,115
2606,107
2607,49
2608,46
2609,17
2610,268
2611,40
2612,808
2613,60
2614,165
2615,339
2616,166
2617,76
2618,10
2619,431
2620,367
2621,368
2622,92
2623,431
2624,21
2625,27
2626,601
2627,361
2628,962
2629,16
2630,90
2631,189
2632,834
2633,31
2634,513
2635,66
2636,15
2637,176
2638,103
2639,29
2640,7
2641,8
2642,273
2643,825
2644,29
2645,2329
2646,2
2647,188
2648,23
2649,105
2650,370
2651,27
2652,280
2653,263
2654,51
2655,730
2656,752
2657,4528
2658,187
2659,197
2660,361
2661,595
2662,1187
2663,20
2664,118
2665,69
2666,13
2667,9
2668,557
2669,715
2670,303
2671,366
2672,155
2673,64
2674,3
2675,263
2676,90
2677,5000
2678,218
2679,29
2680,1080
2681,16
2682,921
2683,72
2684,4129
2685,245
2686,777
2687,669
2688,31
2689,1928
2690,1157
2691,724
2692,166
2693,1413
2694,290
2695,205
2696,83
2697,639
2698,1095
2699,32
2700,582
2701,184
2702,114
2703,431
2704,585
2705,182
2706,107
2707,2
2708,118
2709,2071
2710,158
2711,134
2712,605
2713,23
2714,1561
2715,68
2716,47
2717,236
2718,507
2719,194
2720,107
2721,251
2722,31
2723,1358
2724,128
2725,1199
2726,1612
2727,378
2728,439
2729,919
2730,52
2731,28
2732,134
2733,46
2734,157
2735,52
2736,20
2737,1497
2738,38
2739,440
2740,300
2741,2309
2742,57
2743,27
2744,52
2745,1748
2746,233
2747,28
2748,170
2749,18
2750,72
2751,859
2752,1878
2753,241
2754,299
2755,56
2756,71
2757,208
2758,68
2759,147
2760,85
2761,233
2762,181
2763,18
2764,106
2765,7
2766,15
2767,378
2768,16
2769,140
2770,149
2771,2
2772,248
2773,56
2774,237
2775,116
2776,139
2777,3933
2778,54
2779,1315
2780,58
2781,0
2782,443
2783,148
2784,216
2785,22
2786,1590
2787,94
2788,94
2789,34
2790,111
2791,58
2792,151
2793,25
2794,416
2795,0
2796,837
2797,316
2798,95
2799,392
2800,4999
2801,252
2802,22
2803,407
2804,276
2805,358
2806,11
2807,1036
2808,784
2809,26
2810,106
2811,1020
2812,396
2813,141
2814,181
2815,2059
2816,69
2817,65
2818,39
2819,122
2820,95
2821,1166
2822,989
2823,41
2824,710
2825,174
2826,150
2827,113
2828,417
2829,35
2830,311
2831,166
2832,0
2833,132
2834,188
2835,92
2836,259
2837,166
2838,36
2839,4
2840,252
2841,43
2842,300
2843,392
2844,1091
2845,197
2846,391
2847,44
2848,19
2849,7
2850,565
2851,356
2852,77
2853,2
2854,90
2855,31
2856,7
2857,58
2858,44
2859,1764
2860,13
2861,1622
2862,59
2863,784
2864,87
2865,0
2866,1313
2867,467
2868,234
2869,7
2870,244
2871,42
2872,231
2873,1459
2874,54
2875,56
2876,245
2877,6
2878,23
2879,491
2880,34
2881,225
2882,70
2883,109
2884,368
2885,948
2886,41
2887,85
2888,111
2889,226
2890,803
2891,31
2892,52
2893,23
2894,199
2895,194
2896,165
2897,1318
2898,69
2899,60
2900,85
2901,18
2902,16
2903,44
2904,166
2905,323
2906,916
2907,74
2908,96
2909,20
2910,241
2911,12
2912,8
2913,181
2914,427
2915,1050
2916,711
2917,8
2918,661
2919,132
2920,176
2921,18
2922,3
2923,9
2924,689
2925,192
2926,210
2927,244
2928,487
2929,179
2930,48
2931,22
2932,213
2933,3463
2934,1676
2935,88
